Country,AUS,AUT,BEL,CAN,CZE,FRA,DEU,GRC,IRL,ITA,JPN,KOR,LUX,MEX,NLD,NZL,NOR,POL,PRT,SVK,ESP
DUREA207,88.7,98,89,93.4,94,5935.3,1074709,150510,9859000,1712537,2337.5,8614.7,3093347,6344705,1818489,15720.7,51.4,8095.4,470862,93.9,58.3
DUREA208,97.8,99,90,93.4,94,6052.3,1135284,189190,10236000,1984802,2631.5,8802.8,3243404,85.7,2134419,15816.3,51.2,8196.5,501314,102.6,60.5
DUREA209,97,99,92,93.2,95,6363.8,1097052,213253,10548000,176.3,29361917,10706.1,3820070,88.2,1856040,15000.1,56.9,8540.1,516188,110.7,64
DUREA210,97,99,93,93.3,84.8,6832.1,1178430,213533,10910000,185.5,230.8,11154.5,3408847,90.4,2329559,13924.3,53.1,7641.8,527032,114,73.2
DUREA211,76,98,93,86.9,88.5,6389.3,1217789,214143,11643000,175.6,2153.3,11404.5,4399405,96.1,57.7,14375.3,4084.1,9145.6,528503,119.2,83.4
DUREA212,97,98.5,93,87.8,89.1,6992.2,1155945,229174,11689698,204.4,5570688,11988.7,65.8,101.3,62.4,15065,4304.5,1580452,574284,122.8,87.4
DUREA213,73,98.3,92,90.8,87.3,2044894,1259707,297594,12225017,18728.3,6540575,12473.9,70.2,104.9,70.4,14633.1,4727.5,1718633,60.8,117.2,46.5
DUREA300,92,99,92,89.4,91.7,2035905,86.9,317115,11562959,19703.1,7173964,8579.4,76.3,109.7,75.4,16168.1,1994,1778849,65.4,136.4,106.6
DUREA301,99,98.2,92,78,97.4,2075328,89.5,371109,11996363,18218.5,7594192,10010,81.5,114.9,86.7,15351.9,2409.1,1866393,67,8654.7,3099.2
DUREA302,85.8,96.6,91,88,84,2078720,94.5,247109,12562471,19848,8315117,1096931,85.4,118.1,89.5,17087.3,2824.1,1952060,60.3,8991.9,2438
DUREA400,95.9,95.2,91.1,89,81.1,2163932,95.8,28.6,12473599,50816,8919192,1181787,100.6,124.3,100,100129,2964.1,1855110,75,9477.8,2550.2
DUREA401,95.9,95.2,90.9,89,81.7,2237351,98.3,27.9,13294197,55475,9798335,1341587,89.9,113.4,95.8,105213,3164.6,2330223,82.1,9506.1,2444
DUREA402,96.1,95.8,89.8,89,83.3,2262548,101.9,34.9,120.6,56354,10527530,1368879,116.5,133.8,97,108110,3413.8,46.5,82.2,8650.3,2379.3
DUREA500,96,96.1,92,85,84,2281227,107.4,39.2,127.5,56055,11780491,1509838,4208.9,5371.8,111.7,113503,3471.6,50,87,8170.6,2546.7
DUREA501,95.5,96.2,92,87,87.4,2307172,103.5,39.1,131.2,58905,12864613,1651571,4087.3,5298.1,95.4,117870,3460.1,51.2,89.1,8173.2,2841.1
DUREA502,94.8,96,91,88.4,2061214,2353696,110.9,39.1,135.3,63168,12959329,1813824,4404.6,5260.7,118.4,127616,3795,53.2,90.6,8031.3,2739.6
DUREA503,93.8,95.4,92,89.6,2037101,2365903,114.1,41.7,143.8,68697,14568763,1923824,4825.8,5464.7,6118.4,134444,1014939,54.7,90.6,8095,1384.7
DUREA504,92.9,94.7,92,99.7,2365597,2586632,108.1,54,143.1,73399,112.4,1987410,4707.4,5757.1,6293.2,146478,1050510,50.8,98.1,8004.4,3156
DUREA505,92.9,95.2,92,95.3,2540546,187.7,119.9,57.5,148.5,80164,131,2340016,5536.3,5819.3,6145.4,157661,1149802,62,10634.9,7209,501469
DUREA506,93.6,96.8,92,88.6,2709088,184.4,5987.3,67.2,139.9,83682,142.9,66,4479.4,5990.2,5864,175348,1249968,5624.4,138347,8021.3,529490
DUREA600,93.6,97.4,91,88.9,2845950,186.8,6061.7,44.7,144.7,78941,150.6,70.8,5287.7,6163.1,3958.2,177251,1313797,5865.6,143683,8624000,436204
DUREA601,92.8,95.3,92,95.5,2886461,186.3,6285.9,1355.7,151.2,159.8,163.9,79.5,484189,6175.4,167279,210580,1252945,5775.5,169317,8874000,483477
DUREA602,89.4,96.1,90,94,3100395,193.1,6374.4,1308.8,150,173.9,174.8,80.8,534783,6475.3,181559,48.9,1429329,5982,185881,9270000,51.3
DUREA603,91.3,96.1,91,94,3362870,198.4,6504.3,1603.3,159.8,175.7,191.3,88.7,581657,5654.2,181989,51.3,117.4,5741.4,193149,10018000,54.2
DUREA604,93.3,96.5,91,99,3573711,199.7,6321.8,1807.2,3730.2,173.1,205,96.4,664550,6244.8,176498,52.6,120.2,5096.5,228506,10637000,44.7
DUREA605,92.4,97.7,99,98,3714716,200.5,6922.5,1825.1,3808,179.9,228.4,105.3,730390,81900000,180732,55.1,130.7,6164.6,228049,11322130,49.8
DUREA700,92.4,97.9,99,91.8,4213062,201.9,6569.2,1814.8,3856.7,190.9,248.5,110.9,847209,85300000,169655,57.2,141.4,352380,258761,11812067,10447.3
DUREA701,92.6,97.9,99,92.3,4127613,204.9,6891.4,1723.1,4012.5,204.8,250,113.9,881271,80600000,191441,61.8,148,408876,273257,11634374,11031
DUREA702,92.6,96.3,98,93,93.6,205,6958.8,2204.4,4068.1,213.7,281.5,133.5,837104,76000000,127.2,65.1,140.5,454199,293017,12028008,9087.6
DUREA800,92.1,95.4,97,92,91.2,223.3,6643.4,3484.8,4078.8,227.3,3196,5350.9,845085,81200000,138,70.9,159.6,475452,228276,12450188,9669.5
DUREA900,93.3,96.1,96.1,92,104.1,13453.3,7157.4,4123.4,4221.3,232.1,3660.1,5654.5,873467,78700000,138.1,76,5670.1,487435,25.8,12469676,23585
DUREA901,91.9,97,95.4,95.1,109.8,13394.1,620710,2628.8,3981.7,215.4,3869.5,5962.6,784337,82000000,133.5,84,5359.7,505785,26.7,13119238,25466
DUREA902,91.8,97,87,86.2,115.4,12427.1,692274,9435125,4095.7,4234.7,4016,5875,909965,83300000,136.2,84.3,5692.1,526216,31.3,105.5,25836
DUREA903,91.5,98,92,87.3,119.5,8120,727661,10068076,4287.5,4267.3,4446.6,6801.1,89.8,88700000,127.6,99.9,6009.5,558236,34.2,110.5,24127
DUREA904,91.1,97,91,96,119.3,8868.6,796727,11261283,4177.4,4334.9,4721.6,7149.7,99.1,91400000,143.8,3851.1,5918,581713,35.4,115.3,26547
DUREA905,90,97,79.5,97,126.1,8411.1,849298,12115623,4378.9,4311.9,5058.5,7403.4,107.6,73000000,7273,4046.7,5544,641299,41.7,124.2,27094
DUREA906,93,98,73.5,96,134.7,8348.9,919548,11896612,2000000,4531.2,5360.2,7456.7,122.8,84500000,7893.9,4158.1,6005.6,616821,41.5,131.3,31169
DUREA907,93,97,80.7,98,141,8417.8,920282,12557787,1540000,4859.1,5916.9,7763.3,134.8,264.8,7582.9,4540.1,718370,694052,47,138.6,31231
DUREA908,94,97,92.8,97,144.8,8451.2,996384,12945754,1830000,5284.4,6278.5,8417.3,156.2,273.8,7059.9,4365.6,774624,33.6,49.5,143.4,36244
DUREA909,93,97,90.8,98,164,8497.1,1069713,12686590,1580000,4893.3,6159.4,323106,162.3,256.8,7229.3,4726.5,822242,39,53.1,140.8,39032
DUREA910,94,97,89.9,97,158.9,8541.2,1105729,13106629,1620000,4715.5,6673.7,340260,153.9,240.5,6283.5,4636,860822,43.2,41.3,145.1,38065
DUREA911,95,97,89.6,98,2172,9107.9,1140605,13384683,2092190,4922.5,92248,363743,155.2,255,6837.2,4725.1,913420,45.2,1383.5,149.8,74.2
DUREB000,96,97,96.7,98.4,2057.7,4263740,1207765,13348465,2295689,4643.6,97413,384491,160.1,245.4,969803,4777.6,964597,46.3,1318.2,149.9,79.8
