Country,AUS,AUT,BEL,CAN,CZE,FRA,DEU,GRC,IRL,ITA,JPN,KOR,LUX,MEX,NLD,NZL,NOR,POL,PRT,SVK,ESP
DUREA400,7.3,10.4,9.5,11.3,11.3,7.9,2.7,5,3.9,5.6,3.1,6.9,4.5,5.4,4.5,4.8,2.1,5.3,3.1,5.1,2.8
DUREA401,8.8,9.7,9.1,7.1,10.8,8.5,3.7,6,3.8,5.4,3.2,6.5,4.3,6.5,4.5,5.1,2.1,5.1,3.1,5,2.5
DUREA402,8.7,9.4,8,7.1,9.8,9.6,3.6,6,3.9,5.3,3.2,6.3,4.4,6.7,4.8,5,2,4.9,3.2,4.8,3.8
DUREA500,8.4,12.1,9,7,9.5,8.6,3.4,5,3.7,5.3,3.1,6.1,4.5,6.7,4.9,5.2,1.9,4.7,3,4.7,3.6
DUREA501,7.6,11.9,8,7.1,9.9,8.6,3.1,5,3.9,5.5,2.6,5.6,4.4,7.5,5.4,4.7,1.8,4.5,4.3,4.2,3.9
DUREA502,7.5,11.7,8,7.1,9.6,8.8,3.3,4.5,3.6,5.6,2.7,5.7,4.1,6,5.4,4.6,1.9,4.3,4,4,3.3
DUREA503,7.3,11.5,8,7.1,9.4,9,3.3,4.5,4.6,5.8,4.1,5.5,3.9,4.7,6.3,4.4,5.8,4.1,3.8,3.9,3.2
DUREA504,6.7,11.4,8.4,6.4,9.4,8.8,3.2,4.7,4.4,5.4,3.1,5.3,3.8,4.3,6.2,5,5.8,4,2.7,3.7,3.2
DUREA505,7.1,11.1,8.3,7.3,9.2,8.9,3.1,4.7,4.4,4.9,2.8,5.4,3.7,4,6.3,5,5.6,3.7,2.6,3.6,3
DUREA506,7,11,8.6,7.5,9,9.1,3.2,4.4,4.4,5,4.5,5.6,3.7,2.9,6.3,5.3,5.4,3.7,2.5,3.6,3.3
DUREA600,6.3,10.9,8.3,7.2,8.7,8.3,3.1,4.3,4.5,4.5,5,5.5,3.7,2.8,6.1,5.2,5.4,2.6,2.4,3.6,2.9
DUREA601,6.2,11,7.8,7.2,8.4,9.8,3,5.7,3.4,4.7,4.3,3.8,3.8,2.5,5.9,4.7,5.2,2.3,2.3,3.5,2.7
DUREA602,5.7,11,7.6,7.4,7.9,9.8,3.1,3.9,3.2,4.7,4,3.7,5.9,2.3,6.4,4.7,5.2,2.5,2.1,3.4,3
DUREA603,5.1,10.3,7.2,8.3,11.6,9.5,5.8,3.9,3.2,4.5,6.1,3.6,13.7,2,6.2,4.7,5.1,2.5,2.1,3.3,3.3
DUREA604,5.3,10.5,7.2,7.9,11.2,9.4,5.1,3.5,2.3,4.4,4.5,3.5,3.5,1.8,6.4,4.8,5,2.1,2,3.1,3.9
DUREA605,4.7,10.4,7.1,7.7,11,9.8,4.6,3.6,2.1,4.4,5.7,3.8,3.4,1.8,6.4,4.8,4.9,2.2,2,3,3.7
DUREA700,4.7,10.4,7.1,6.9,10.8,9.4,4.5,3.3,2,4.1,5.2,3.7,5.3,1.7,5.9,3,4.7,1.9,3.2,2.7,3.9
DUREA701,4.9,10,6.7,6.9,10.6,9.7,4.5,3.4,2.1,4.6,4.3,3.4,3,1.7,5.6,2.7,4.6,4.4,3.1,2.3,3.4
DUREA702,4.3,10,6.3,6.8,10.5,9.9,4,2.9,2,4.3,3.5,3.2,5.5,4.6,4.5,2.6,2.7,4.4,3,2.2,3.2
DUREA800,4.5,10.3,8.5,6.6,10.8,9.5,3.8,7.3,2,4,3.4,3.3,6.6,4.3,4,2.3,2.4,4.2,3,2.1,3.3
DUREA900,4.4,10.1,8.4,6.5,10.9,9.4,3.8,2.6,1.9,3.8,3.4,3.3,6.4,4.2,3.9,2.1,2.4,4,3,2,3.3
DUREA901,4,10.1,8.4,6.4,10.9,8.8,4,3.3,1.8,3.7,4.3,3.5,6.8,4.2,3.6,1.9,2.1,4,2.7,2,3.2
DUREA902,4.2,10.2,9.3,6.3,10.9,9,4.2,4.8,1.8,3.6,4.4,3.6,6.3,4.5,3.8,1.8,2,3.6,2.8,1.9,3.2
DUREA903,4,10.3,10,6.2,10.6,9.2,4.2,5,5.4,2.9,3.8,3.1,5.9,3.6,3.7,2.1,1.8,3.6,2.6,1.8,3
DUREA904,3.8,10.2,8.7,6.1,10.3,10.4,3.1,5,4.3,2.2,4.4,3,5.5,3.4,3.9,1.7,4.8,3.5,2.7,1.9,2.8
DUREA905,8,9.9,9,10.3,8.8,12.1,2.7,5.2,3.3,2.5,3.6,3.3,6.1,2.9,4,1.9,2.4,3.6,2.6,1.9,2.7
DUREA906,7.4,8.7,12.3,9.7,8.7,9,2.4,4.5,3.1,2.1,3.3,2.5,6.3,3,4.2,1.6,2.3,3.3,2.5,4.5,5.5
DUREA907,7.5,7.1,12.1,10.2,8.8,9.2,2.9,4.4,4.3,1.9,3.1,2.4,5.5,3.2,4.6,1.5,2.1,3.2,2.8,4.4,5.3
DUREA908,7.4,6.7,11.3,8.9,8.7,9.2,2.7,4.5,5.5,2,3.1,2.4,5.2,3.1,6.4,3.4,2.1,2.9,3,4.1,5.1
DUREA909,6.7,6.6,11.5,8.7,8.5,9.3,2.6,4.2,4.7,2.3,3,2.3,5.1,4.1,5.9,3.3,2,4.6,2.7,4.1,4.8
DUREA910,6.1,6.6,11.7,9.8,8.5,9.5,2.5,4.2,2.1,2.1,3.2,3.5,5.6,4.3,6.2,3.2,1.9,4.5,2.7,3.8,4.7
DUREA911,6.3,6.5,11.6,9.1,8.2,9.5,2.4,3.7,3.2,2.1,2.4,3.7,5.6,4.4,6.1,3.2,1.8,4.4,2.7,3.6,4.3
DUREB000,6.6,6.5,11.7,8.6,8.3,9.3,3,3.2,2,2,2.7,3.5,5.6,4.2,5.4,3,1.9,4.3,2.5,3.6,4.3
