Country,AUS,AUT,BEL,CAN,CZE,FRA,DEU,GRC,IRL,ITA,JPN,KOR,LUX,MEX,NLD,NZL,NOR,POL,PRT,SVK,ESP
DUREA602,44.6,15.6,14.6,37.1,15.1,14.7,10.7,11.7,15.3,16.7,9.6,8.1,11.8,16.8,6.4,7.6,8.3,7.4,4.1,7.6,8.4
DUREA603,48,15.6,14.2,37.8,15.1,13,10.9,11.5,13.5,18.7,14.9,8.8,11.7,17.6,6.4,7.8,7.2,10,4.2,7.4,8.2
DUREA604,51,12.1,14.2,44.8,15.2,9,10.6,12,14.5,16.4,11.6,10.2,11.7,17.3,6.4,7.9,8,10.4,6.7,7.1,7
DUREA605,46.5,13.7,14.3,32.5,15.2,8.6,10.4,11.8,13.4,17.2,10.8,8.5,14.2,18.6,6.4,8,9.2,12.5,6.5,6.6,7
DUREA700,32.9,20.6,14.4,35.6,16.2,10.8,10.6,12.3,14.4,17.2,11.4,10.1,16.5,10.2,7,5.3,4.8,11.4,6.4,9.1,7
DUREA701,7,26.7,19.5,20.7,15.8,9.7,10.4,12.2,15.4,16.4,9.7,10,14.4,10.9,6.8,7,4.9,8.8,7.4,9,6
DUREA702,13.8,31.4,21.4,24.4,16,11.6,10.3,11.9,11.3,21.8,11.2,13.7,13.7,13.9,7.3,5,4.2,8.3,6.6,8.9,6
DUREA800,19.7,26.1,22,23.7,15.8,7.2,9.3,11.8,12.1,15.2,11.3,15.2,14,12.7,7.4,9,4,8.2,6.5,8.8,6
DUREA900,13.3,26,19.9,30.3,15.5,8.4,9.9,8.7,11.5,14,10.9,12.9,14.1,10.9,7.4,5,4.6,8.1,7,8.7,7.1
DUREA901,30,29.2,20.7,29.8,15.2,15.3,10.7,8.5,11.5,16.6,10.2,11.8,13.6,9.1,7.5,6,4.6,7.7,7.4,8.5,7.1
DUREA902,14.7,26.3,23.1,32.5,9.3,14.1,9.3,8.4,11.9,15.6,11.6,14.3,14.4,8.9,7.4,6.1,4.7,7.5,7.3,8.4,7.3
DUREA903,7,16.1,12.9,27,9.4,13.8,9.1,8.4,11.6,15.8,13.5,11.4,13.8,8.1,7.7,6.1,5.5,7.3,8.3,8.2,7.2
DUREA904,17.5,26.6,14.6,25.6,9,14.4,7.8,8.1,11.7,17,13,12.5,15.1,11.1,8.1,6.4,5.2,7.1,8.8,8.3,7.1
DUREA905,22.4,16.8,15.6,25.7,8.8,14.1,8.9,8,11.5,20.8,18.5,13.1,17.3,14.2,8.2,6.5,4.4,7,9.5,8.4,6.9
DUREA906,15.1,21.6,14,34.6,8.4,14.1,9.1,7.8,11.2,18.6,6,12.1,17.1,16.5,8.4,6.4,5.5,7.3,5.4,8.1,6.7
DUREA907,16.1,13.8,17.4,29.5,7.9,12.7,8.8,7.7,11.3,17.7,2,14.9,19.8,17,8.6,6.3,6.9,7.4,4.9,8.3,6.7
DUREA908,14.4,13.3,15.5,30.9,7.6,13.3,7.2,7.3,11.1,20.4,14.3,16.8,19.3,11.5,10,5.9,7.7,7.6,4.7,8.8,6.6
DUREA909,15,11.6,15.4,25.8,13.1,12.8,8.1,7.4,11.8,16.6,4.3,15.4,18.5,10.2,9.8,5.6,7.6,7.2,5.2,8.6,6.5
DUREA910,17.2,11.3,15.9,24.9,11.9,12.9,8.3,13.2,14.4,21,11.3,70.5,13.4,12.2,9.2,5.5,7.6,7.2,4.7,8.2,6.4
DUREA911,17.5,11.1,15.9,26.8,12.2,13.9,9.8,12.7,14.2,23.3,22.2,9.2,20.9,11.4,8.7,5.5,7.1,7.5,4.7,8.1,5.9
DUREB000,19,11,15.9,10.2,11.6,12.8,9.6,12.1,13.6,7.8,43,14.6,11.4,12.4,8.2,6.1,7,7.5,5.4,8.2,7.5
