Country,AUS,AUT,BEL,CAN,CZE,FRA,DEU,GRC,IRL,ITA,JPN,KOR,LUX,MEX,NLD,NZL,NOR,POL,PRT,SVK,ESP
DUREA101,4.1,2.3,5.1,14.6,6.5,8.9,8.8,7.5,6.7,7.7,6.5,8.3,7.8,4.1,3.6,7.1,7.4,4.4,4.7,3,3.4
DUREA102,3.8,2.6,5.4,24,6.3,8.9,8.7,7.6,6.7,7.4,6.5,9.1,8,4.2,3.6,7.8,8.7,4.3,4.5,3,3.5
DUREA103,3,2.5,5.5,22.7,6.2,8.8,8.7,7.9,6.9,7.3,7.5,9.3,8,7,3.7,3.7,8.1,4.4,5,3.1,3.4
DUREA104,2.9,3.5,6.2,25.4,6.2,8.7,8.8,8,4.8,7.3,6.6,9.4,8,6.8,3.6,4,8.9,4.5,4.6,3.7,3.4
DUREA105,2.9,3.4,6,24.6,6,8.8,8.9,8.3,5.9,7.5,7.8,10.3,7.7,5.9,3.8,4,9.1,4.6,3,3.5,3.3
DUREA106,3,3.5,5.1,25,6.1,6.6,4,8.1,5.7,8,7.6,10.6,9.5,6.1,4.5,4.1,9.6,4.5,3.3,3.4,3.3
DUREA200,3.5,3.5,5.4,23.8,5.7,6.8,4,7.5,5.7,8,7.8,11,8.3,6.1,4.2,4.3,9.7,4.4,3.1,3.6,3.2
DUREA201,3.6,3.3,4.7,22.3,7.6,7,4,7.3,5.8,8,7.8,17.4,8.3,6,4.5,4.3,6.1,4.5,3.1,3.7,3.3
DUREA202,3.7,3.3,4.8,20.9,7.5,8,4.1,7.6,5.7,7.9,7.8,19.2,8.3,6,5.3,4.3,6.6,4.7,3.5,3.4,3.4
DUREA203,3.7,3.3,4.5,23,7.5,7,4.2,7.4,5.8,7.8,7.8,8.4,8.5,7.2,4.7,4.3,5.4,4.8,3.7,3.5,3.3
DUREA204,4.4,3.5,4.5,21.8,6.9,7,4.2,7.3,6.1,7.8,7.7,8.3,8.6,7.8,4.6,4.5,5.4,5,3.7,3.5,4.1
DUREA205,4.6,3.5,4.3,20.2,7,9.5,4,7.3,6,7.7,7.7,7.7,8.6,8.4,4.7,4.4,5.3,5.2,3.8,3.5,3.3
DUREA206,4.7,3.2,4.3,21.4,6.8,9.5,4.3,7.3,6,7.9,7.7,8.1,8.9,7.9,5.1,5.5,5.4,5.3,7.1,3.5,4.1
DUREA207,4.7,3.4,4.4,17.9,6.9,9.6,4.5,7.1,6,7.8,7.7,7.9,12.3,7.2,5.1,4.6,5.5,5.5,6.6,3.9,4
DUREA208,4.6,3.2,4.4,16.9,6.8,9.4,4.4,7.1,6.5,7.8,8,8.7,12.3,6.7,5.2,6.1,5.5,5,6.1,3.7,4
DUREA209,4.3,4.7,4.8,16.4,7.4,9.5,4.9,7.3,6.6,7.8,7.8,9.4,13.8,7,5.8,6.2,5.7,6.4,6.1,4.7,4
DUREA210,4.2,5.1,4.8,17.6,7.6,9.5,5,7.4,7.5,8.9,5.4,4.9,12.9,7.1,5.4,6.3,5.7,6.1,6.3,4.5,3.9
DUREA211,3.9,4.7,3.8,16.4,7.6,9.4,5.6,6.8,7.5,7.9,5,5.3,7.7,8.1,4.9,6.4,6.5,12.6,6.1,4.5,3.8
DUREA212,5.5,4.8,4,17.3,7.7,9.6,5.3,6.7,7.8,8.8,6,4.8,7,7.9,4.7,6.3,6.1,12.9,5.6,4.6,3.8
DUREA213,5.8,5,4.8,16.7,9.5,9.6,5.2,6.7,7.3,8.8,6,4.9,7.1,8.4,4.6,6.3,4.2,12.8,5.4,4.5,3.9
DUREA300,5.6,5.3,4.7,17.2,9.4,9.5,4.8,6.6,7.4,8.7,6,5.4,7.2,8.9,4.6,6.1,5,12.5,5.1,4.6,3.8
DUREA301,3.6,5.8,3.8,16.7,9.1,10.3,4.6,6.6,7.3,8.8,6,5.5,6.7,9,4.5,6,5.9,12.4,6.2,4.6,3.8
DUREA302,2.9,5.8,4.8,16.9,9,9.7,4.6,6.7,7.3,8.9,11.2,5.3,6.6,9.3,4.4,6,6.5,12.4,5.6,4.2,4.1
DUREA400,3.1,6.8,4.2,16.6,9,5.6,4.5,7,7.5,8.7,11.2,6,7,9,4.3,5.5,7,9,4.9,4.2,3.9
DUREA401,3.4,6.8,2.6,21.1,9,5.8,4.5,7.5,7.3,8.8,11.9,6.1,6.9,10.4,4.3,6.5,5.7,8.1,3.4,4.7,2.4
DUREA402,3.3,4.2,2.6,21.1,8.9,5.9,4.5,8.3,7.5,8.8,11.3,5.3,6.8,11.6,4.1,5.8,7.7,11.5,3.9,4.4,3
DUREA500,3.6,4,2.6,23.4,9.1,6.1,4.4,8.1,7.8,9,11.5,6.7,7.5,9.9,4.7,3.7,3.2,10,4.7,4.3,3
DUREA501,3.7,4,2.7,23.3,9.1,6.3,4.5,8.7,7.8,9.2,11.7,7.2,7.3,9.2,3.9,4,3.1,4.6,6.4,4.1,3
DUREA502,3.7,4,2.8,22.1,9,6.1,4.5,8.3,6.2,10,11.3,8.3,9,10.3,7.9,6,3.1,4.4,5.8,4.1,3
DUREA503,3.7,4,2.8,21.8,9.7,5.9,9.1,6,6.4,9.7,10.9,8.1,8.9,9,8.3,6,3.1,4.4,6,4.1,3
DUREA504,3.7,3.7,2.5,21.8,9.5,6.1,9.2,5.8,6.4,9.9,10.5,7.9,8.7,9.1,8,3,3.1,4.5,5.1,4.2,3.4
DUREA505,3.7,3.8,3.1,21.8,5.9,5.9,9,5.8,6.3,9.8,10.2,7.1,8.9,9,7.9,3,3.3,4.4,4.9,4.1,3.6
DUREA506,4.2,3.7,3.1,22.7,5.8,5.6,8.2,5.9,6.2,9.5,10.8,7.3,8.9,8.8,7.9,5.4,3,4.4,4.5,4.2,4.1
DUREA600,4.1,3.7,3.2,21.8,5.7,5.6,7.4,5.8,6.3,9.6,9.5,7,8.8,8.3,7.8,7.2,4.3,4.9,4.7,4.2,3.8
DUREA601,2.4,4.2,3.8,22.3,5.6,5.6,8.1,5.6,6.2,9.5,5.8,6.6,9.6,8.2,7.1,9.9,4.5,5.2,5.6,4.3,3.9
DUREA602,2.5,4.1,3.6,22.8,5.5,5.7,7.5,5.6,6.3,9.4,5.5,6.6,9.6,8.4,7,8.4,4.6,5.3,5.8,4.5,4.8
DUREA603,2.4,4,5.5,52.1,5.5,5.7,7.5,5.6,6.1,9.8,6,6.5,10.2,10.4,6.8,8.4,5.5,6.1,3.8,5,3.9
DUREA604,2.4,4,4.5,55.5,5.4,5.7,6.7,5.4,6.2,9.8,5.7,6.6,10.2,10.4,6.8,7.8,5.4,6.4,4.6,4.6,3.7
DUREA605,2.6,3.9,4.6,53,11.6,5.8,6.4,5.5,6.3,9.7,7,7.1,11,5.6,8,7.3,5.5,5.1,4.8,4.2,4
DUREA700,2.5,3.9,4,55.6,11.2,5.9,5.9,9,6,9.6,6,6.6,10.8,6,7.3,8.2,5.2,5.1,5,3.9,3.9
DUREA701,2.6,4,4.2,51,11,5.9,4.5,8.8,7.3,10.4,6.8,5,6,6,5.4,8.2,5.2,5,4.4,3.9,4.3
DUREA702,2.5,4,3.8,53.5,10.6,5.8,6,8.7,7.2,9.6,5.2,5.3,5.7,6.3,5.8,8,4.4,5.1,4.9,3.9,4.6
DUREA800,2.7,4.4,3.6,55.1,10.5,7.6,5.7,8.6,7.4,6.5,5,5.1,5.7,6.1,6.9,9.9,4.5,5.3,4.4,3.9,4.4
DUREA900,2.7,4.6,3.6,56.2,9.1,7.7,5.6,8.5,6.8,6.5,5.3,4.9,5.8,6,7.6,9.7,4.2,5.1,4.2,3.8,3.4
DUREA901,3,5,3.6,52.7,8.6,7.7,5.6,8.4,6.9,6.4,4.8,4.4,5.9,6.4,7.5,3.9,4.3,6,4.4,3.8,4.4
DUREA902,2.5,5,3.7,52.1,7.8,7.7,5.5,8.3,6.8,6.3,4.9,4.6,5.8,6,7.4,5.4,4.1,6,4,3.9,3.4
DUREA903,2.2,5.8,3.9,54.4,7.7,7.8,5.4,8.2,6.8,6.2,4.9,4.7,5.6,5.8,8.3,4.8,4.2,6.7,4,3.8,3.3
DUREA904,2.3,5.3,3.5,56,7.3,7.8,5.4,8.2,6.9,6.3,4.9,4.5,5.7,5.7,7.6,6.8,4.2,6.4,3.9,4,3.1
DUREA905,2.4,2.7,3,10.8,7.3,7.8,5.4,8.2,7,6.1,5.4,4,5.7,6.7,7.9,7.4,4.5,7.6,3.4,4.3,2.7
DUREA906,2.5,2.6,2.6,9.7,5.7,7.8,5.3,8.2,6.9,8.3,5.6,4.6,5.8,5.9,7.7,4.9,4.1,7.4,3.2,3.7,3.3
DUREA907,2.4,2.7,3.4,11.5,5.6,7.9,5.2,8.1,6.8,8.2,5.7,5.5,8.7,6.8,8.1,6.1,2.9,5.2,3.3,3.3,3.4
DUREA908,2.3,2.5,9,10.2,5.6,8,5.2,4.1,6.5,8.3,7,6.1,8.2,7,7,3.6,3.2,5,3.2,3,3.4
DUREA909,2.6,2.7,2.7,10.5,5.6,8.3,7.6,3.9,5.1,8,6.7,6.3,8.2,6.9,5.9,3.2,3.1,5,3.1,2.8,3.5
DUREA910,2.4,2.8,3,10.4,5.6,8.2,7.4,4,5.3,7.8,9.8,5.9,8.3,6.5,7.1,3.1,3,5.1,3.4,2.8,3.7
DUREA911,2.5,2.8,2.7,10.4,5.5,15.8,7.1,3.9,5.1,7,10.2,5.8,8.2,6.5,6.7,3.3,2.9,5,3.1,2.3,3.5
DUREB000,2.4,2.8,2.5,23.4,8.8,16.4,7,4,5,7.1,10.4,5.5,8.2,6.4,6.2,3.1,3,5.3,3.2,2.4,4
