Country,AUS,AUT,BEL,CAN,CZE,FRA,DEU,GRC,IRL,ITA,JPN,KOR,LUX,MEX,NLD,NZL,NOR,POL,PRT,SVK,ESP
DUREA213,5645.2,8130,29.7,58.2,11407.3,1.9,6968.2,556088,47.8,12448,44142,879960,18.7,3126.6,54616,2.8,0,6758.4,62,436657,5
DUREA300,488861,6628,43.7,61.6,12427.3,2,7114.2,60.8,54.7,13381,43620,712892,2091.3,3162,54549,2.7,0,0,65.3,31.7,5.9
DUREA301,572344,6882,43.6,58.3,14763.6,2,6919.8,65.4,5724.9,13583,45565,861150,2432.2,3215.3,53288,3,0,0,69.5,32.7,238.9
DUREA302,614077,0.2,30.2,55.4,16200,2.2,7307.6,67,5826.4,12711,50446,23.2,2926.9,3180.4,58780,3,0,0,73.5,34,305.9
DUREA400,655426,0.2,29.2,59.4,14500,2.4,7674.6,60.3,5332.8,39.3,52892,18.8,3496.2,3200.9,34.9,3.3,0,0,69.5,34,262.2
DUREA401,696699,0.2,29.8,49.9,19159.6,2.1,8095.4,68.8,5583.7,42.1,66738,22.8,3803.9,3238.3,38.3,3,0,34626,81.6,35.6,277.6
DUREA402,739000,0.5,26.5,50.5,25011,399503,8196.5,66.5,5218.3,43.3,81.2,3928.4,3640.6,3063.6,40.5,3.1,0,88866,18553.4,37.7,366.7
DUREA500,811801,0.1,32.1,43.7,27515.7,423016,8540.1,65.4,5106,37.1,82.5,3033.6,4747.3,3437.9,41.3,378.1,0,95998,20027.5,42.2,350.2
DUREA501,911798,0.2,9169.1,50.8,17486.8,430223,7641.8,75.9,5460.1,40.3,80.3,3430.9,4459.9,2538890,41.1,316.3,0,63635,24406.5,44.3,344.2
DUREA502,1061849,0.2,7898.5,61.2,23290.8,426520,9145.6,78.7,5803.8,36.1,82.4,237094,4817.2,2797586.2,40.1,319.3,0,60280,23809.8,47.1,369.9
DUREA503,1250339,0.5,12543.6,43.1,19810,500956,1396251,88.6,5951.1,38.8,82.2,270453,4596.9,3111951.4,44.2,356.9,0,11927,18155.7,49.6,526.9
DUREA504,1307352,0.4,10285.7,48.2,36450.8,413182,1516439,89,7454.7,36.2,81.9,280451,4118.8,3437342.9,3827.8,407.4,0,9555,15313.3,40.5,980
DUREA505,1529914,0.4,6990.3,4102.6,73832,422934,1569571,94.9,6912.8,37.9,83.8,310457,4237.6,3666104.6,3599.8,408.9,0,18196,13423.3,45,908.8
DUREA506,9.9,344.5,11293.8,3439.8,79270,434465,1646815,76865,7661.7,37.7,81.4,348778,2208951,3989283.7,3554,349.9,0,0,11257.8,11076,1000.1
DUREA600,11.5,461.8,10759.2,3349.3,82004,446112,41.1,75264,1518625,34.7,83.5,376295,2321918,4113023.8,3641.1,370.4,0,0,10905.2,12021,0
DUREA601,12.2,531.6,6835.5,4090.9,87094,456607,44.2,95233,1622007,3127.3,90.6,400528,2328723,4443497.6,3636.6,371.5,0,0,8421.4,11952,0
DUREA602,13,1413,7219.4,3603.6,88211,389363,45.2,106722,1696235,4481.7,93.3,451142,2532014,4523480.6,3552.5,401.4,0,0,7427.9,12105,0
DUREA603,13.7,294.9,8548.9,3532,96963,426657,46.9,114404,1767005,4628,116,495337,2781216,3395207.9,3457.6,333.4,0,6.1,8281.8,13368,0
DUREA604,14.5,381.4,6877.7,2803.6,104199,47.8,6404.8,118719,1873507,4007.3,5487.9,581096,2936954,40.5,205500,349.3,0,15.6,7105375,15163,0
DUREA605,15.8,296.4,8338.6,3258.1,116861,50.4,6680.3,118546,1922130,4393,5681.7,525740,3130704,43.9,224442,482206,0,16.8,7251993,18162,0
DUREA700,17.8,580.7,161000,3701.7,125982,51,6485.8,145809,2012067,3977,5653.1,704121,3322702,48.5,239403,507339,0,11,7573765,18783,0
DUREA701,20.6,389.9,189477,2713.5,139773,50.3,287656,153699,2034374,4335.7,5907.7,22.4,3469487,53.2,256709,556068,0,10.4,8250995,22863,0
DUREA702,24.2,362.2,216450,3085.8,143483,58.6,330237,166375,2028008,4149.3,5996.6,25.6,3740012,56.3,266914,600528,184201,2.1,8763493,25449,0
DUREA800,25.2,323106,208170,6748,173765,47.8,364085,99012,2050188,4460.3,6064.3,26.7,3271836,60.8,284625,787910,202194,1.6,9400000,25354,0
DUREA900,29.6,340260,191276,9956,36,48.4,381190,14.3,1869676,4527.7,6306,29.7,4135206,62.3,346994,931645,209278,3.1,9800000,34.8,0
DUREA901,943.7,363743,197879,4798,38.6,49.4,387391,14,1919238,4237,6231.4,33.5,47.4,66.9,367566,981359,219578,61482,9600000,37.7,0
DUREA902,1122.2,384491,214298,2552,39.9,50.5,401292,17.6,18.6,870796,6509.3,36.3,49.7,67.7,382714,1054411,5.4,68419,10000000,37.3,0
DUREA903,1194.7,404752,229358,2476,42.3,51.4,416720,19.6,20.2,1105109,5605.1,38.8,49.8,50.6,381912,1151841,5.9,74084,10400000,37.4,0
DUREA904,1292.8,424171,240429,2825,42.8,43.7,444150,20.9,21.1,1163270,4808.4,43.8,54.3,9212.8,426374,1250031,6,79159,10600000,40.8,0
DUREA905,1430.6,441595,260329,4044,47,47.6,459695,21.7,21.9,1264708,6067.1,48.2,59.8,6504.2,26,1257379,6.3,78745,11200000,45.8,0
DUREA906,1517.5,459547,199274,5.1,50.5,4645.4,520892,21.6,23.1,1441410,778008,56.5,63.2,14300000,27.8,1398623,2923.8,109787,86.9,54.1,0
DUREA907,1656.7,455821,330899,7.6,56.6,4918.8,481555,26.5,23.5,1515275,784006,51.1,67.4,15900000,29.1,1324077,3063.5,109503,90.3,54.7,0
DUREA908,1923.6,489652,3.5,3.6,60.7,4888.9,545367,27.9,24.4,1654104,842751,68,71.3,17700000,30.6,21.9,3170.9,112952,94.2,64.8,0
DUREA909,2240.2,64.4,4.1,1.9,66.9,4846.8,27.5,30.1,24.6,1780767,843425,4018.5,74.1,17500000,31.2,22.7,64724,119558,102.3,70.6,0
DUREA910,2594.1,67,4.6,1.9,68.2,5628.7,31.5,17.9,24.5,2405021,799600,4225.8,79.3,18100000,32.7,24.5,78639,126642,108.2,69.2,0
DUREA911,2662.6,70.8,4.5,2.1,82.4,4491.1,34.6,768.7,24.7,3567728,834080,4185.8,69.1,17300000,39.1,26,90114,129264,115.1,3692,0
DUREB000,2999.8,74.1,4.1,3,24610.7,4405.6,36.3,690.5,22.5,3461019,860881,4565.5,87.2,16500000,40.6,33.6,94262,140696,119,3005.3,0
